date,close_eur
2017-12-29,12119.80
2017-12-30,10642.89
2017-12-31,11583.17
2018-01-01,11205.01
2018-01-02,12197.24
2018-01-03,12660.30
2018-01-04,12679.96
2018-01-05,14077.17
2018-01-06,14134.77
2018-01-07,13393.38
2018-01-08,12487.19
2018-01-09,11997.84
2018-01-10,12401.29
2018-01-11,10998.61
2018-01-12,11406.70
2018-01-13,11652.75
2018-01-14,11232.43
2018-01-15,11148.46
2018-01-16,9331.62
2018-01-17,9228.39
2018-01-18,9341.54
2018-01-19,9550.23
2018-01-20,10546.67
2018-01-21,9565.96
2018-01-22,8850.00
2018-01-23,8863.78
2018-01-24,9234.20
2018-01-25,8982.06
2018-01-26,8975.90
2018-01-27,9185.00
2018-01-28,9431.80
2018-01-29,9028.78
2018-01-30,8063.88
2018-01-31,8136.32
2018-02-01,7134.32
2018-02-02,7073.03
2018-02-03,7415.80
2018-02-04,6512.81
2018-02-05,5541.79
2018-02-06,6208.80
2018-02-07,6178.57
2018-02-08,6723.98
2018-02-09,7092.02
2018-02-10,7009.62
2018-02-11,6596.99
2018-02-12,7235.99
2018-02-13,6908.70
2018-02-14,7620.00
2018-02-15,8055.25
2018-02-16,8220.00
2018-02-17,8960.22
2018-02-18,8417.19
2018-02-19,9035.62
2018-02-20,9118.46
2018-02-21,8523.08
2018-02-22,8000.00
2018-02-23,8272.80
2018-02-24,7902.80
2018-02-25,7825.58
2018-02-26,8374.50
2018-02-27,8623.44
2018-02-28,8463.00
2018-03-01,8864.30
2018-03-02,8948.49
2018-03-03,9243.53
2018-03-04,9300.03
2018-03-05,9210.54
2018-03-06,8640.28
2018-03-07,8009.57
2018-03-08,7546.37
2018-03-09,7530.00
2018-03-10,7154.49
2018-03-11,7743.84
2018-03-12,7410.22
2018-03-13,7392.95
2018-03-14,6647.74
2018-03-15,6740.80
2018-03-16,6721.26
2018-03-17,6415.00
2018-03-18,6664.80
2018-03-19,6988.21
2018-03-20,7271.80
2018-03-21,7221.59
2018-03-22,7061.51
2018-03-23,7208.00
2018-03-24,6910.00
2018-03-25,6856.79
2018-03-26,6543.10
2018-03-27,6285.91
2018-03-28,6451.29
2018-03-29,5725.90
2018-03-30,5534.10
2018-03-31,5600.00
2018-04-01,5517.18
2018-04-02,5739.99
2018-04-03,6049.50
2018-04-04,5520.90
2018-04-05,5527.69
2018-04-06,5401.00
2018-04-07,5615.11
2018-04-08,5733.00
2018-04-09,5497.77
2018-04-10,5528.82
2018-04-11,5617.62
2018-04-12,6419.90
2018-04-13,6385.50
2018-04-14,6491.57
2018-04-15,6767.30
2018-04-16,6505.80
2018-04-17,6384.50
2018-04-18,6603.96
2018-04-19,6706.00
2018-04-20,7199.21
2018-04-21,7250.00
2018-04-22,7166.82
2018-04-23,7321.45
2018-04-24,7896.60
2018-04-25,7277.98
2018-04-26,7642.13
2018-04-27,7357.89
2018-04-28,7698.93
2018-04-29,7741.89
2018-04-30,7642.61
2018-05-01,7551.46
2018-05-02,7713.17
2018-05-03,8103.20
2018-05-04,8090.88
2018-05-05,8197.82
2018-05-06,8037.80
2018-05-07,7859.89
2018-05-08,7733.50
2018-05-09,7843.51
2018-05-10,7568.85
2018-05-11,7013.10
2018-05-12,7107.01
2018-05-13,7273.20
2018-05-14,7273.99
2018-05-15,7173.10
2018-05-16,7056.14
2018-05-17,6845.29
2018-05-18,6999.01
2018-05-19,7001.30
2018-05-20,7228.90
2018-05-21,7114.28
2018-05-22,6787.46
2018-05-23,6422.36
2018-05-24,6475.29
2018-05-25,6417.42
2018-05-26,6289.16
2018-05-27,6291.00
2018-05-28,6113.63
2018-05-29,6470.43
2018-05-30,6337.68
2018-05-31,6406.12
2018-06-01,6446.96
2018-06-02,6551.16
2018-06-03,6607.84
2018-06-04,6408.80
2018-06-05,6499.15
2018-06-06,6501.99
2018-06-07,6509.84
2018-06-08,6478.94
2018-06-09,6393.59
2018-06-10,5763.07
2018-06-11,5847.62
2018-06-12,5582.10
2018-06-13,5347.29
2018-06-14,5745.21
2018-06-15,5517.11
2018-06-16,5597.82
2018-06-17,5559.00
2018-06-18,5764.50
2018-06-19,5824.69
2018-06-20,5832.80
2018-06-21,5795.87
2018-06-22,5208.80
2018-06-23,5294.39
2018-06-24,5272.24
2018-06-25,5337.10
2018-06-26,5223.44
2018-06-27,5299.50
2018-06-28,5066.60
2018-06-29,5305.00
2018-06-30,5460.00
2018-07-01,5438.92
2018-07-02,5682.00
2018-07-03,5565.00
2018-07-04,5635.00
2018-07-05,5594.93
2018-07-06,5619.86
2018-07-07,5758.63
2018-07-08,5706.01
2018-07-09,5672.84
2018-07-10,5382.61
2018-07-11,5464.99
2018-07-12,5357.18
2018-07-13,5325.84
2018-07-14,5358.00
2018-07-15,5438.19
2018-07-16,5745.64
2018-07-17,6270.44
2018-07-18,6324.01
2018-07-19,6413.70
2018-07-20,6248.34
2018-07-21,6324.70
2018-07-22,6308.19
2018-07-23,6611.97
2018-07-24,7190.31
2018-07-25,6964.20
2018-07-26,6809.10
2018-07-27,7007.34
2018-07-28,7066.34
2018-07-29,7040.66
2018-07-30,6973.46
2018-07-31,6612.77
2018-08-01,6521.76
2018-08-02,6504.57
2018-08-03,6407.70
2018-08-04,6059.55
2018-08-05,6079.47
2018-08-06,6006.44
2018-08-07,5789.70
2018-08-08,5414.39
2018-08-09,5689.96
2018-08-10,5394.90
2018-08-11,5479.36
2018-08-12,5550.52
2018-08-13,5494.70
2018-08-14,5473.77
2018-08-15,5535.05
2018-08-16,5565.49
2018-08-17,5760.88
2018-08-18,5604.78
2018-08-19,5675.04
2018-08-20,5458.68
2018-08-21,5598.51
2018-08-22,5498.38
2018-08-23,5667.62
2018-08-24,5748.94
2018-08-25,5790.34
2018-08-26,5761.14
2018-08-27,5918.20
2018-08-28,6054.61
2018-08-29,6004.92
2018-08-30,5989.22
2018-08-31,6038.59
2018-09-01,6191.30
2018-09-02,6289.40
2018-09-03,6242.51
2018-09-04,6349.15
2018-09-05,5764.95
2018-09-06,5587.54
2018-09-07,5549.80
2018-09-08,5373.00
2018-09-09,5399.08
2018-09-10,5440.43
2018-09-11,5411.54
2018-09-12,5449.98
2018-09-13,5559.27
2018-09-14,5589.31
2018-09-15,5621.08
2018-09-16,5595.40
2018-09-17,5355.54
2018-09-18,5435.67
2018-09-19,5477.64
2018-09-20,5521.99
2018-09-21,5748.16
2018-09-22,5718.36
2018-09-23,5714.98
2018-09-24,5607.17
2018-09-25,5477.00
2018-09-26,5503.00
2018-09-27,5754.10
2018-09-28,5714.47
2018-09-29,5676.98
2018-09-30,5699.11
2018-10-01,5688.05
2018-10-02,5632.38
2018-10-03,5640.17
2018-10-04,5681.20
2018-10-05,5730.87
2018-10-06,5711.35
2018-10-07,5708.96
2018-10-08,5751.90
2018-10-09,5740.00
2018-10-10,5679.09
2018-10-11,5330.55
2018-10-12,5371.00
2018-10-13,5395.85
2018-10-14,5353.53
2018-10-15,5558.19
2018-10-16,5582.58
2018-10-17,5620.24
2018-10-18,5592.65
2018-10-19,5551.00
2018-10-20,5577.90
2018-10-21,5580.11
2018-10-22,5592.40
2018-10-23,5574.58
2018-10-24,5636.68
2018-10-25,5622.50
2018-10-26,5630.50
2018-10-27,5634.35
2018-10-28,5632.30
2018-10-29,5509.99
2018-10-30,5533.00
2018-10-31,5575.30
2018-11-01,5566.98
2018-11-02,5580.00
2018-11-03,5572.03
2018-11-04,5634.82
2018-11-05,5626.20
2018-11-06,5644.97
2018-11-07,5685.17
2018-11-08,5640.55
2018-11-09,5591.99
2018-11-10,5601.88
2018-11-11,5621.21
2018-11-12,5632.50
2018-11-13,5546.91
2018-11-14,4977.00
2018-11-15,4926.40
2018-11-16,4825.00
2018-11-17,4823.00
2018-11-18,4867.59
2018-11-19,4134.31
2018-11-20,3830.96
2018-11-21,3987.11
2018-11-22,3739.70
2018-11-23,3793.14
2018-11-24,3352.66
2018-11-25,3482.76
2018-11-26,3281.33
2018-11-27,3349.43
2018-11-28,3720.16
2018-11-29,3736.05
2018-11-30,3512.88
2018-12-01,3672.74
2018-12-02,3618.10
2018-12-03,3386.72
2018-12-04,3449.97
2018-12-05,3259.87
2018-12-06,3030.00
2018-12-07,2977.11
2018-12-08,2991.36
2018-12-09,3105.60
2018-12-10,3011.00
2018-12-11,2966.69
2018-12-12,3023.77
2018-12-13,2879.73
2018-12-14,2832.92
2018-12-15,2819.00
2018-12-16,2835.00
2018-12-17,3095.61
2018-12-18,3233.39
2018-12-19,3231.01
2018-12-20,3566.56
2018-12-21,3386.65
2018-12-22,3510.70
2018-12-23,3475.98
2018-12-24,3550.00
2018-12-25,3321.00
2018-12-26,3368.53
2018-12-27,3154.93
2018-12-28,3416.39
2018-12-29,3262.73
2018-12-30,3373.80
2018-12-31,3233.87
2019-01-01,3342.30
2019-01-02,3433.28
2019-01-03,3325.58
2019-01-04,3358.75
2019-01-05,3343.00
2019-01-06,3550.00
2019-01-07,3497.11
2019-01-08,3495.52
2019-01-09,3468.34
2019-01-10,3164.33
2019-01-11,3184.45
2019-01-12,3174.28
2019-01-13,3074.84
2019-01-14,3193.00
2019-01-15,3146.99
2019-01-16,3167.00
2019-01-17,3195.36
2019-01-18,3188.10
2019-01-19,3249.89
2019-01-20,3116.61
2019-01-21,3114.22
2019-01-22,3154.05
2019-01-23,3120.81
2019-01-24,3163.77
2019-01-25,3134.66
2019-01-26,3122.47
2019-01-27,3105.98
2019-01-28,3005.00
2019-01-29,2973.70
2019-01-30,2999.60
2019-01-31,2980.74
2019-02-01,3002.52
2019-02-02,3028.84
2019-02-03,2987.32
2019-02-04,2990.31
2019-02-05,3009.96
2019-02-06,2967.86
2019-02-07,2962.08
2019-02-08,3197.40
2019-02-09,3201.39
2019-02-10,3224.50
2019-02-11,3192.98
2019-02-12,3173.57
2019-02-13,3181.00
2019-02-14,3157.64
2019-02-15,3169.70
2019-02-16,3182.00
2019-02-17,3216.62
2019-02-18,3426.93
2019-02-19,3438.21
2019-02-20,3480.48
2019-02-21,3442.83
2019-02-22,3483.18
2019-02-23,3633.50
2019-02-24,3301.30
2019-02-25,3366.83
2019-02-26,3332.54
2019-02-27,3339.99
2019-02-28,3336.27
2019-03-01,3357.06
2019-03-02,3359.00
2019-03-03,3336.50
2019-03-04,3272.14
2019-03-05,3403.82
2019-03-06,3407.56
2019-03-07,3450.12
2019-03-08,3426.17
2019-03-09,3485.87
2019-03-10,3473.73
2019-03-11,3421.05
2019-03-12,3426.72
2019-03-13,3405.16
2019-03-14,3406.70
2019-03-15,3445.00
2019-03-16,3524.30
2019-03-17,3506.43
2019-03-18,3509.62
2019-03-19,3524.32
2019-03-20,3531.65
2019-03-21,3502.43
2019-03-22,3525.19
2019-03-23,3525.00
2019-03-24,3518.99
2019-03-25,3462.28
2019-03-26,3478.43
2019-03-27,3581.70
2019-03-28,3573.00
2019-03-29,3649.94
2019-03-30,3648.80
2019-03-31,3651.30
2019-04-01,3693.18
2019-04-02,4380.73
2019-04-03,4426.00
2019-04-04,4372.00
2019-04-05,4488.11
2019-04-06,4488.97
2019-04-07,4638.75
2019-04-08,4708.60
2019-04-09,4615.35
2019-04-10,4724.99
2019-04-11,4484.96
2019-04-12,4494.90
2019-04-13,4501.51
2019-04-14,4564.43
2019-04-15,4460.58
2019-04-16,4616.04
2019-04-17,4630.00
2019-04-18,4698.01
2019-04-19,4717.06
2019-04-20,4741.59
2019-04-21,4725.65
2019-04-22,4783.83
2019-04-23,4941.94
2019-04-24,4885.84
2019-04-25,4619.73
2019-04-26,4623.42
2019-04-27,4652.02
2019-04-28,4629.44
2019-04-29,4601.51
2019-04-30,4699.87
2019-05-01,4757.96
2019-05-02,4825.50
2019-05-03,5055.00
2019-05-04,5143.61
2019-05-05,5115.93
2019-05-06,5082.00
2019-05-07,5143.95
2019-05-08,5297.89
2019-05-09,5471.88
2019-05-10,5661.65
2019-05-11,6355.45
2019-05-12,6200.79
2019-05-13,6967.95
2019-05-14,7137.92
2019-05-15,7326.34
2019-05-16,7059.81
2019-05-17,6600.00
2019-05-18,6551.95
2019-05-19,7349.76
2019-05-20,7177.33
2019-05-21,7135.70
2019-05-22,6855.24
2019-05-23,7045.20
2019-05-24,7159.88
2019-05-25,7219.00
2019-05-26,7794.44
2019-05-27,7842.98
2019-05-28,7799.66
2019-05-29,7776.28
2019-05-30,7450.00
2019-05-31,7685.73
2019-06-01,7666.55
2019-06-02,7825.00
2019-06-03,7221.15
2019-06-04,6819.00
2019-06-05,6935.98
2019-06-06,6914.42
2019-06-07,7070.02
2019-06-08,7022.80
2019-06-09,6756.07
2019-06-10,7091.33
2019-06-11,6992.70
2019-06-12,7234.82
2019-06-13,7301.41
2019-06-14,7773.09
2019-06-15,7891.43
2019-06-16,8004.47
2019-06-17,8323.92
2019-06-18,8105.20
2019-06-19,8269.89
2019-06-20,8433.95
2019-06-21,8999.99
2019-06-22,9378.39
2019-06-23,9525.19
2019-06-24,9675.27
2019-06-25,10357.18
2019-06-26,11376.18
2019-06-27,9790.00
2019-06-28,10870.27
2019-06-29,10432.80
2019-06-30,9462.07
2019-07-01,9308.08
2019-07-02,9585.84
2019-07-03,10604.46
2019-07-04,9896.55
2019-07-05,9798.88
2019-07-06,10024.36
2019-07-07,10206.65
2019-07-08,10974.07
2019-07-09,11227.67
2019-07-10,10779.98
2019-07-11,10089.99
2019-07-12,10492.41
2019-07-13,10121.29
2019-07-14,9044.46
2019-07-15,9635.14
2019-07-16,8399.53
2019-07-17,8648.16
2019-07-18,9469.19
2019-07-19,9405.59
2019-07-20,9590.37
2019-07-21,9449.01
2019-07-22,9203.18
2019-07-23,8800.02
2019-07-24,8766.97
2019-07-25,8880.57
2019-07-26,8853.45
2019-07-27,8529.85
2019-07-28,8563.17
2019-07-29,8529.57
2019-07-30,8591.30
2019-07-31,9113.98
2019-08-01,9390.14
2019-08-02,9486.44
2019-08-03,9740.00
2019-08-04,9886.47
2019-08-05,10475.00
2019-08-06,10232.75
2019-08-07,10698.34
2019-08-08,10714.91
2019-08-09,10580.40
2019-08-10,10089.74
2019-08-11,10317.33
2019-08-12,10157.36
2019-08-13,9713.82
2019-08-14,8985.93
2019-08-15,9281.09
2019-08-16,9348.44
2019-08-17,9215.49
2019-08-18,9320.98
2019-08-19,9854.03
2019-08-20,9695.00
2019-08-21,9148.86
2019-08-22,9134.42
2019-08-23,9349.31
2019-08-24,9118.00
2019-08-25,9102.55
2019-08-26,9339.17
2019-08-27,9179.51
2019-08-28,8786.58
2019-08-29,8575.10
2019-08-30,8738.96
2019-08-31,8765.54
2019-09-01,8893.97
2019-09-02,9479.61
2019-09-03,9691.64
2019-09-04,9581.73
2019-09-05,9597.34
2019-09-06,9349.79
2019-09-07,9510.07
2019-09-08,9457.83
2019-09-09,9353.57
2019-09-10,9160.14
2019-09-11,9240.44
2019-09-12,9427.30
2019-09-13,9360.00
2019-09-14,9367.51
2019-09-15,9318.75
2019-09-16,9338.78
2019-09-17,9202.53
2019-09-18,9217.28
2019-09-19,9300.20
2019-09-20,9241.08
2019-09-21,9072.07
2019-09-22,9109.00
2019-09-23,8820.56
2019-09-24,7759.08
2019-09-25,7704.92
2019-09-26,7381.66
2019-09-27,7501.42
2019-09-28,7519.19
2019-09-29,7373.73
2019-09-30,7629.67
2019-10-01,7622.89
2019-10-02,7648.06
2019-10-03,7513.00
2019-10-04,7431.00
2019-10-05,7437.71
2019-10-06,7176.25
2019-10-07,7490.45
2019-10-08,7470.25
2019-10-09,7831.00
2019-10-10,7799.83
2019-10-11,7503.59
2019-10-12,7539.54
2019-10-13,7515.58
2019-10-14,7580.00
2019-10-15,7394.46
2019-10-16,7221.01
2019-10-17,7266.23
2019-10-18,7120.50
2019-10-19,7132.96
2019-10-20,7383.31
2019-10-21,7371.00
2019-10-22,7219.29
2019-10-23,6721.74
2019-10-24,6702.17
2019-10-25,7814.67
2019-10-26,8337.05
2019-10-27,8609.42
2019-10-28,8315.73
2019-10-29,8488.90
2019-10-30,8218.38
2019-10-31,8212.10
2019-11-01,8282.98
2019-11-02,8334.01
2019-11-03,8255.40
2019-11-04,8466.00
2019-11-05,8421.69
2019-11-06,8432.91
2019-11-07,8334.15
2019-11-08,7962.00
2019-11-09,8000.14
2019-11-10,8204.74
2019-11-11,7915.68
2019-11-12,7997.86
2019-11-13,7969.16
2019-11-14,7843.57
2019-11-15,7667.73
2019-11-16,7676.14
2019-11-17,7691.93
2019-11-18,7387.25
2019-11-19,7339.56
2019-11-20,7305.79
2019-11-21,6892.67
2019-11-22,6629.35
2019-11-23,6657.19
2019-11-24,6282.17
2019-11-25,6483.05
2019-11-26,6513.24
2019-11-27,6837.91
2019-11-28,6755.38
2019-11-29,7040.24
2019-11-30,6875.79
2019-12-01,6729.13
2019-12-02,6609.04
2019-12-03,6593.67
2019-12-04,6498.65
2019-12-05,6662.14
2019-12-06,6828.37
2019-12-07,6777.93
2019-12-08,6801.44
2019-12-09,6636.65
2019-12-10,6520.19
2019-12-11,6479.84
2019-12-12,6424.38
2019-12-13,6525.00
2019-12-14,6361.32
2019-12-15,6399.82
2019-12-16,6182.00
2019-12-17,5942.88
2019-12-18,6560.75
2019-12-19,6439.13
2019-12-20,6501.49
2019-12-21,6463.00
2019-12-22,6784.98
2019-12-23,6601.84
2019-12-24,6555.32
2019-12-25,6493.91
2019-12-26,6489.36
2019-12-27,6481.23
2019-12-28,6529.09
2019-12-29,6601.59
2019-12-30,6461.40
2019-12-31,6411.82
2020-01-01,6399.09
2020-01-02,6227.24
2020-01-03,6570.27
2020-01-04,6593.00
2020-01-05,6588.45
2020-01-06,6940.75
2020-01-07,7315.53
2020-01-08,7248.39
2020-01-09,7042.88
2020-01-10,7376.57
2020-01-11,7218.65
2020-01-12,7362.10
2020-01-13,7285.00
2020-01-14,7932.89
2020-01-15,7913.90
2020-01-16,7826.99
2020-01-17,8029.98
2020-01-18,8041.57
2020-01-19,7849.89
2020-01-20,7794.74
2020-01-21,7877.41
2020-01-22,7807.68
2020-01-23,7608.74
2020-01-24,7641.68
2020-01-25,7559.99
2020-01-26,7790.16
2020-01-27,8079.52
2020-01-28,8500.21
2020-01-29,8438.36
2020-01-30,8610.07
2020-01-31,8420.25
2020-02-01,8459.05
2020-02-02,8425.90
2020-02-03,8406.53
2020-02-04,8312.62
2020-02-05,8748.18
2020-02-06,8899.92
2020-02-07,8968.49
2020-02-08,9072.40
2020-02-09,9280.00
2020-02-10,9050.72
2020-02-11,9412.97
2020-02-12,9547.89
2020-02-13,9437.28
2020-02-14,9577.49
2020-02-15,9147.87
2020-02-16,9154.41
2020-02-17,8970.29
2020-02-18,9449.09
2020-02-19,8897.43
2020-02-20,8896.39
2020-02-21,8957.02
2020-02-22,8910.37
2020-02-23,9210.00
2020-02-24,8917.26
2020-02-25,8574.33
2020-02-26,8077.78
2020-02-27,8036.52
2020-02-28,7887.23
2020-02-29,7741.00
2020-03-01,7720.00
2020-03-02,8014.38
2020-03-03,7854.91
2020-03-04,7864.37
2020-03-05,8083.95
2020-03-06,8126.58
2020-03-07,7900.46
2020-03-08,7071.30
2020-03-09,6969.01
2020-03-10,6974.42
2020-03-11,7050.81
2020-03-12,4354.98
2020-03-13,5116.28
2020-03-14,4677.00
2020-03-15,4818.57
